               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,           0.0097343,           0.0062861,           0.0025937,             0.99722,              0.9998,               0.995,             0.95948,           0.0021134,           0.0013253,          0.00011649,            0.007624,            0.007624,            0.007624
                 146,           0.0096587,           0.0062251,           0.0024227,             0.99675,                   1,               0.995,             0.96715,            0.001852,           0.0012441,           8.527e-05,           0.0076075,           0.0076075,           0.0076075
                 147,           0.0097521,            0.006024,           0.0028116,             0.99692,                   1,               0.995,             0.96169,           0.0019736,           0.0013577,           0.0001071,            0.007591,            0.007591,            0.007591
                 148,           0.0093269,            0.005944,           0.0022893,             0.99762,                   1,               0.995,              0.9549,           0.0020936,           0.0013815,          0.00010534,           0.0075745,           0.0075745,           0.0075745
                 149,            0.010548,           0.0061611,           0.0025657,             0.99637,                   1,               0.995,             0.95648,           0.0021076,           0.0013436,          0.00012102,            0.007558,            0.007558,            0.007558
                 150,            0.010195,           0.0060841,           0.0030993,             0.99658,                   1,               0.995,             0.96529,           0.0020246,           0.0013049,          0.00010629,           0.0075415,           0.0075415,           0.0075415
                 151,           0.0089691,           0.0060098,           0.0021586,             0.99724,             0.99999,               0.995,             0.95428,           0.0020501,           0.0013047,          0.00011363,            0.007525,            0.007525,            0.007525
                 152,           0.0098134,           0.0061515,           0.0027158,             0.99537,             0.99974,               0.995,             0.96632,           0.0019784,           0.0012713,          0.00012552,           0.0075085,           0.0075085,           0.0075085
                 153,           0.0094919,           0.0059923,           0.0025107,              0.9966,                   1,               0.995,             0.96044,           0.0020335,           0.0012511,          0.00011912,            0.007492,            0.007492,            0.007492
                 154,           0.0092861,           0.0060398,           0.0026041,             0.99589,                   1,               0.995,             0.96254,           0.0019948,           0.0012661,          0.00012346,           0.0074755,           0.0074755,           0.0074755
                 155,           0.0094495,           0.0062645,           0.0021224,             0.99779,             0.99972,               0.995,             0.95638,           0.0020109,           0.0012673,          0.00011215,            0.007459,            0.007459,            0.007459
                 156,           0.0096644,           0.0059928,           0.0022109,             0.99684,             0.99992,               0.995,             0.95434,           0.0021476,           0.0013206,           0.0001295,           0.0074425,           0.0074425,           0.0074425
                 157,            0.010767,           0.0061301,           0.0029585,             0.99541,                   1,               0.995,             0.96141,           0.0019893,           0.0012475,          8.9984e-05,            0.007426,            0.007426,            0.007426
                 158,           0.0099537,           0.0060543,           0.0027405,             0.99516,                   1,               0.995,             0.95895,           0.0020767,           0.0013264,          8.3224e-05,           0.0074095,           0.0074095,           0.0074095
                 159,           0.0092136,           0.0059832,            0.002316,             0.99705,                   1,               0.995,             0.95599,           0.0021185,           0.0013113,          0.00010696,            0.007393,            0.007393,            0.007393
                 160,           0.0094942,           0.0060814,           0.0022583,             0.99732,             0.99856,               0.995,             0.95891,           0.0021466,           0.0013583,          0.00011133,           0.0073765,           0.0073765,           0.0073765
                 161,           0.0096775,           0.0060433,           0.0028097,             0.99704,                   1,               0.995,             0.96063,            0.002055,           0.0012513,          0.00012088,             0.00736,             0.00736,             0.00736
                 162,           0.0093504,           0.0059752,           0.0023145,             0.99709,                   1,               0.995,             0.96797,           0.0019821,           0.0012357,          0.00010533,           0.0073435,           0.0073435,           0.0073435
                 163,           0.0096918,           0.0059784,           0.0023418,             0.99681,                   1,               0.995,              0.9681,           0.0018982,           0.0012929,          0.00010097,            0.007327,            0.007327,            0.007327
                 164,            0.010152,           0.0060294,           0.0026354,             0.99782,                   1,               0.995,             0.95748,           0.0020695,           0.0013794,          9.1932e-05,           0.0073105,           0.0073105,           0.0073105
                 165,            0.010009,           0.0062554,           0.0039129,             0.99687,                   1,               0.995,             0.96308,           0.0019066,           0.0012462,          0.00012386,            0.007294,            0.007294,            0.007294
                 166,           0.0091674,           0.0059384,           0.0026133,              0.9976,                   1,               0.995,             0.97337,           0.0018442,           0.0012452,          0.00010059,           0.0072775,           0.0072775,           0.0072775
                 167,           0.0086553,            0.005889,           0.0025624,               0.997,                   1,               0.995,             0.97439,            0.001791,           0.0013042,          9.0334e-05,            0.007261,            0.007261,            0.007261
                 168,           0.0096808,           0.0060344,           0.0023229,             0.99767,                   1,               0.995,               0.958,           0.0019642,           0.0013755,          8.7329e-05,           0.0072445,           0.0072445,           0.0072445
                 169,            0.010099,           0.0059173,           0.0027762,             0.99625,                   1,               0.995,             0.96994,           0.0019154,           0.0012508,          0.00010048,            0.007228,            0.007228,            0.007228
                 170,           0.0093708,           0.0060551,           0.0019952,              0.9972,                   1,               0.995,             0.95683,           0.0020197,           0.0013126,          8.4273e-05,           0.0072115,           0.0072115,           0.0072115
                 171,           0.0096718,            0.006051,           0.0022031,             0.99558,                   1,               0.995,             0.96222,           0.0019465,           0.0013311,          0.00011385,            0.007195,            0.007195,            0.007195
                 172,           0.0092083,           0.0059484,           0.0024375,             0.99739,                   1,               0.995,             0.97218,           0.0018805,           0.0012329,          0.00011544,           0.0071785,           0.0071785,           0.0071785
                 173,            0.009164,           0.0061369,           0.0022703,             0.99761,                   1,               0.995,              0.9704,           0.0019646,           0.0012655,          0.00010062,            0.007162,            0.007162,            0.007162
                 174,           0.0093614,           0.0058862,           0.0019131,             0.99615,                   1,               0.995,             0.96774,           0.0018876,           0.0012153,          8.8586e-05,           0.0071455,           0.0071455,           0.0071455
                 175,           0.0090825,           0.0060688,           0.0026113,             0.99745,                   1,               0.995,             0.95319,           0.0020662,           0.0012571,          8.4072e-05,            0.007129,            0.007129,            0.007129
                 176,           0.0092161,           0.0059655,           0.0022819,             0.99674,                   1,               0.995,             0.96263,           0.0019517,           0.0012332,          0.00010613,           0.0071125,           0.0071125,           0.0071125
                 177,            0.010077,           0.0059584,           0.0025168,             0.99699,                   1,               0.995,             0.96293,           0.0019202,           0.0012317,          0.00010386,            0.007096,            0.007096,            0.007096
                 178,           0.0093677,           0.0061698,           0.0025661,             0.99677,                   1,               0.995,              0.9657,           0.0019489,           0.0012295,          0.00011355,           0.0070795,           0.0070795,           0.0070795
                 179,           0.0092522,            0.005834,           0.0030808,             0.99772,                   1,               0.995,             0.96561,           0.0019664,           0.0012399,          9.8627e-05,            0.007063,            0.007063,            0.007063
                 180,           0.0095591,           0.0061793,           0.0032499,             0.99703,                   1,               0.995,             0.95764,           0.0019434,            0.001274,          0.00012469,           0.0070465,           0.0070465,           0.0070465
                 181,           0.0093553,           0.0057776,           0.0027074,             0.99721,                   1,               0.995,              0.9667,           0.0019427,            0.001238,           0.0001336,             0.00703,             0.00703,             0.00703
                 182,            0.010142,           0.0060651,            0.003384,             0.99727,                   1,               0.995,             0.96535,           0.0018375,           0.0012235,          0.00010998,           0.0070135,           0.0070135,           0.0070135
                 183,           0.0089426,            0.005949,           0.0027298,             0.99711,                   1,               0.995,             0.96342,           0.0018731,           0.0012455,          0.00012214,            0.006997,            0.006997,            0.006997
                 184,            0.008848,            0.005764,           0.0023933,             0.99611,                   1,               0.995,             0.96632,           0.0019431,           0.0013046,          8.9198e-05,           0.0069805,           0.0069805,           0.0069805
                 185,           0.0091468,           0.0058334,           0.0025714,             0.99585,                   1,               0.995,             0.96073,           0.0019726,           0.0012777,          0.00010819,            0.006964,            0.006964,            0.006964
                 186,           0.0096149,           0.0059573,           0.0022465,             0.99466,                   1,               0.995,             0.96325,           0.0020048,           0.0013165,           0.0001208,           0.0069475,           0.0069475,           0.0069475
                 187,           0.0090177,           0.0058071,           0.0022924,             0.99674,                   1,               0.995,             0.96863,            0.001938,           0.0012929,          0.00010084,            0.006931,            0.006931,            0.006931
                 188,           0.0091306,           0.0060194,           0.0027525,             0.99659,                   1,               0.995,             0.96471,           0.0019434,           0.0012154,          0.00010543,           0.0069145,           0.0069145,           0.0069145
                 189,           0.0090402,           0.0059602,           0.0025225,             0.99578,                   1,               0.995,             0.96998,           0.0019215,           0.0012001,          8.9532e-05,            0.006898,            0.006898,            0.006898
                 190,           0.0089674,           0.0058753,           0.0016631,             0.99702,                   1,               0.995,             0.96791,           0.0018707,           0.0012457,          8.8497e-05,           0.0068815,           0.0068815,           0.0068815
                 191,           0.0088218,           0.0057961,            0.001763,             0.99765,                   1,               0.995,             0.97299,            0.001806,           0.0011708,          9.0507e-05,            0.006865,            0.006865,            0.006865
                 192,           0.0086455,            0.005741,           0.0023536,             0.99674,                   1,               0.995,             0.97384,           0.0018652,           0.0012429,          0.00010855,           0.0068485,           0.0068485,           0.0068485
                 193,           0.0093738,           0.0059246,           0.0024791,             0.99636,                   1,               0.995,             0.96173,           0.0020022,           0.0012612,          8.7424e-05,            0.006832,            0.006832,            0.006832
                 194,           0.0090654,            0.005905,           0.0020795,             0.99616,             0.99971,               0.995,              0.9709,           0.0018842,           0.0011646,          0.00011243,           0.0068155,           0.0068155,           0.0068155
                 195,           0.0092507,           0.0060381,           0.0026782,             0.99665,                   1,               0.995,             0.96652,           0.0018456,           0.0012188,            0.000101,            0.006799,            0.006799,            0.006799
                 196,           0.0087899,           0.0058075,           0.0023675,              0.9973,                   1,               0.995,             0.97703,           0.0017365,           0.0011406,          8.7906e-05,           0.0067825,           0.0067825,           0.0067825
                 197,           0.0083764,           0.0057729,           0.0017668,             0.99786,                   1,               0.995,             0.97368,            0.001769,           0.0011735,          9.7676e-05,            0.006766,            0.006766,            0.006766
                 198,           0.0090001,             0.00582,           0.0022369,             0.99732,                   1,               0.995,             0.96184,           0.0019801,           0.0012281,          9.9521e-05,           0.0067495,           0.0067495,           0.0067495
                 199,           0.0091323,           0.0057853,           0.0028015,             0.99694,                   1,               0.995,              0.9715,           0.0017897,           0.0012013,          8.9114e-05,            0.006733,            0.006733,            0.006733
                 200,           0.0091145,            0.005756,           0.0024056,             0.99794,                   1,               0.995,             0.96962,           0.0017781,           0.0011636,          8.4677e-05,           0.0067165,           0.0067165,           0.0067165
                 201,           0.0093827,           0.0058794,           0.0017913,             0.99751,                   1,               0.995,             0.97171,           0.0018143,           0.0012007,          8.0212e-05,              0.0067,              0.0067,              0.0067
                 202,           0.0092615,            0.005818,           0.0023973,             0.99762,                   1,               0.995,             0.96766,           0.0018298,           0.0012359,           7.585e-05,           0.0066835,           0.0066835,           0.0066835
                 203,           0.0090667,           0.0057922,           0.0018905,             0.99625,                   1,               0.995,             0.97228,           0.0017825,           0.0012481,           8.113e-05,            0.006667,            0.006667,            0.006667
                 204,           0.0084427,           0.0057204,           0.0017061,             0.99816,             0.99952,               0.995,             0.96945,            0.001813,           0.0011935,           7.964e-05,           0.0066505,           0.0066505,           0.0066505
                 205,           0.0088636,           0.0056531,           0.0021235,             0.99731,             0.99985,               0.995,             0.97416,           0.0017401,           0.0011125,          7.3623e-05,            0.006634,            0.006634,            0.006634
                 206,           0.0087758,           0.0057945,           0.0018206,             0.99659,                   1,               0.995,             0.97135,           0.0017305,           0.0012252,          9.4853e-05,           0.0066175,           0.0066175,           0.0066175
                 207,           0.0087839,           0.0054766,            0.002059,             0.99715,                   1,               0.995,             0.97939,           0.0017164,           0.0011699,          0.00010135,            0.006601,            0.006601,            0.006601
                 208,           0.0091187,            0.005722,           0.0020681,             0.99653,                   1,               0.995,             0.97602,           0.0017732,           0.0012333,          8.6286e-05,           0.0065845,           0.0065845,           0.0065845
                 209,           0.0087108,           0.0054503,           0.0018651,             0.99758,                   1,               0.995,             0.97891,           0.0017235,           0.0011627,          7.0155e-05,            0.006568,            0.006568,            0.006568
                 210,            0.009347,           0.0055953,           0.0021538,             0.99733,                   1,               0.995,             0.97621,           0.0017203,           0.0011866,          6.2406e-05,           0.0065515,           0.0065515,           0.0065515
                 211,           0.0088753,           0.0056366,            0.002392,              0.9975,                   1,               0.995,              0.9747,           0.0017642,            0.001257,          8.2468e-05,            0.006535,            0.006535,            0.006535
                 212,           0.0083858,           0.0055406,           0.0023706,             0.99809,             0.99945,               0.995,             0.97805,           0.0017588,           0.0011562,          7.6982e-05,           0.0065185,           0.0065185,           0.0065185
                 213,           0.0086946,           0.0056985,           0.0025121,             0.99808,                   1,               0.995,             0.97132,           0.0017705,           0.0011925,          6.3102e-05,            0.006502,            0.006502,            0.006502
                 214,            0.009363,           0.0055553,           0.0022997,             0.99778,                   1,               0.995,             0.97425,           0.0017364,           0.0011943,          8.0659e-05,           0.0064855,           0.0064855,           0.0064855
                 215,           0.0087527,            0.005563,           0.0023989,             0.99707,                   1,               0.995,             0.97624,           0.0016944,           0.0011295,          7.8158e-05,            0.006469,            0.006469,            0.006469
                 216,            0.008958,           0.0056528,           0.0026489,             0.99756,                   1,               0.995,             0.97054,           0.0017108,            0.001146,          7.8646e-05,           0.0064525,           0.0064525,           0.0064525
                 217,           0.0083752,           0.0055718,           0.0016901,             0.99713,                   1,               0.995,             0.97148,            0.001762,           0.0011471,          7.5841e-05,            0.006436,            0.006436,            0.006436
                 218,           0.0090245,           0.0056223,           0.0027008,             0.99731,                   1,               0.995,             0.97565,           0.0016991,           0.0011927,          7.9128e-05,           0.0064195,           0.0064195,           0.0064195
                 219,           0.0087661,           0.0057669,            0.002415,             0.99699,                   1,               0.995,             0.97551,           0.0017429,           0.0011681,          6.5218e-05,            0.006403,            0.006403,            0.006403
                 220,           0.0084451,           0.0054591,           0.0020328,             0.99657,                   1,               0.995,             0.97284,           0.0016458,            0.001122,          6.0398e-05,           0.0063865,           0.0063865,           0.0063865
                 221,           0.0088328,           0.0054967,           0.0015257,             0.99739,                   1,               0.995,             0.97617,           0.0017681,           0.0011861,          7.9022e-05,             0.00637,             0.00637,             0.00637
                 222,           0.0084296,           0.0052866,           0.0019489,             0.99787,                   1,               0.995,             0.97715,           0.0016722,           0.0011406,          7.4636e-05,           0.0063535,           0.0063535,           0.0063535
                 223,             0.00844,            0.005566,           0.0018586,             0.99741,                   1,               0.995,             0.97807,           0.0016373,           0.0010798,          8.6719e-05,            0.006337,            0.006337,            0.006337
                 224,           0.0087755,           0.0056468,           0.0020227,             0.99833,                   1,               0.995,             0.98445,           0.0015601,           0.0010647,          8.8293e-05,           0.0063205,           0.0063205,           0.0063205
                 225,           0.0086168,           0.0056303,           0.0020268,             0.99782,                   1,               0.995,             0.97414,           0.0016926,           0.0011323,          7.6614e-05,            0.006304,            0.006304,            0.006304
                 226,           0.0089074,           0.0053875,           0.0018344,              0.9981,                   1,               0.995,             0.96769,           0.0017759,           0.0011551,          7.9475e-05,           0.0062875,           0.0062875,           0.0062875
                 227,           0.0083052,           0.0053845,            0.001977,             0.99813,             0.99857,               0.995,             0.97566,           0.0016603,           0.0011604,          9.5779e-05,            0.006271,            0.006271,            0.006271
                 228,           0.0086093,           0.0055653,           0.0017447,             0.99827,                   1,               0.995,             0.97948,           0.0016372,           0.0011449,          8.7391e-05,           0.0062545,           0.0062545,           0.0062545
                 229,           0.0078276,           0.0054826,            0.001655,             0.99756,                   1,               0.995,             0.96905,           0.0017287,           0.0011817,          5.9304e-05,            0.006238,            0.006238,            0.006238
                 230,           0.0088918,           0.0056123,           0.0019478,             0.99778,                   1,               0.995,             0.97198,           0.0016602,           0.0011323,          6.9339e-05,           0.0062215,           0.0062215,           0.0062215
                 231,           0.0082258,           0.0053507,           0.0021289,             0.99731,                   1,               0.995,             0.98407,           0.0016632,           0.0011336,          6.9437e-05,            0.006205,            0.006205,            0.006205
                 232,           0.0082196,           0.0054431,           0.0022369,             0.99606,                   1,               0.995,             0.97807,            0.001635,            0.001151,          8.3384e-05,           0.0061885,           0.0061885,           0.0061885
                 233,            0.008151,           0.0053785,            0.002039,             0.99699,                   1,               0.995,             0.97692,           0.0016975,           0.0011486,          7.0309e-05,            0.006172,            0.006172,            0.006172
                 234,           0.0085512,           0.0055636,           0.0023389,             0.99672,                   1,               0.995,             0.97356,           0.0017131,           0.0011659,          7.0843e-05,           0.0061555,           0.0061555,           0.0061555
                 235,           0.0086422,           0.0056104,           0.0021104,             0.99709,              0.9992,               0.995,             0.97999,            0.001663,           0.0011732,           7.764e-05,            0.006139,            0.006139,            0.006139
                 236,           0.0084031,           0.0053641,           0.0018177,             0.99723,             0.99937,               0.995,             0.97991,           0.0015917,           0.0011058,          6.2921e-05,           0.0061225,           0.0061225,           0.0061225
                 237,            0.008735,           0.0053951,           0.0023315,             0.99759,                   1,               0.995,             0.98486,           0.0015975,           0.0010791,          8.3885e-05,            0.006106,            0.006106,            0.006106
                 238,           0.0080849,           0.0054618,           0.0019159,             0.99756,                   1,               0.995,             0.97863,           0.0016177,            0.001096,          7.3241e-05,           0.0060895,           0.0060895,           0.0060895
                 239,           0.0081252,            0.005401,           0.0014984,             0.99788,                   1,               0.995,             0.97983,           0.0015913,           0.0011014,           7.666e-05,            0.006073,            0.006073,            0.006073
                 240,           0.0085971,           0.0053503,            0.002282,              0.9977,                   1,               0.995,             0.98558,           0.0015621,           0.0011033,          5.9941e-05,           0.0060565,           0.0060565,           0.0060565
                 241,           0.0088846,            0.005437,           0.0022292,             0.99738,                   1,               0.995,             0.98357,           0.0015896,           0.0010889,          7.0174e-05,             0.00604,             0.00604,             0.00604
                 242,           0.0076236,           0.0055325,           0.0016447,             0.99662,                   1,               0.995,             0.98305,           0.0016097,           0.0010671,          5.9626e-05,           0.0060235,           0.0060235,           0.0060235
                 243,           0.0080505,           0.0054229,            0.002052,             0.99701,                   1,               0.995,             0.98162,           0.0016065,           0.0010857,          6.2967e-05,            0.006007,            0.006007,            0.006007
                 244,           0.0079887,           0.0053458,           0.0017607,             0.99716,                   1,               0.995,             0.98086,           0.0016782,           0.0011434,          6.5189e-05,           0.0059905,           0.0059905,           0.0059905
                 245,           0.0085496,            0.005353,            0.002122,              0.9979,                   1,               0.995,              0.9812,           0.0016111,           0.0011021,           6.147e-05,            0.005974,            0.005974,            0.005974
                 246,            0.008941,           0.0054647,           0.0017417,             0.99784,                   1,               0.995,             0.98518,           0.0016554,           0.0011536,          6.1536e-05,           0.0059575,           0.0059575,           0.0059575
                 247,           0.0078618,           0.0053607,           0.0015812,             0.99741,                   1,               0.995,             0.97913,           0.0016535,           0.0011334,          5.9651e-05,            0.005941,            0.005941,            0.005941
